title,url,source,author,published_at,tags,summary
爱荷华城的公交车免费了，交通畅通无阻，空气也变得清新。,https://www.nytimes.com/2025/11/18/climate/iowa-city-free-buses.html,https://hn.aimaker.dev,,,,
X的新原产国功能显示许多标记为“美国”的账户实际上是由外国运营的。,https://www.hindustantimes.com/world-news/us-news/xs-new-country-of-origin-feature-shakes-maga-and-democrat-circles-as-many-us-accounts-revealed-to-be-foreignrun-101763857104296.html,https://hn.aimaker.dev,,,,
消费者在微软眼中只是技术债务吗？,https://birchtree.me/blog/are-consumers-just-tech-debt-to-microsoft/,https://hn.aimaker.dev,,,,
一个免费的工具，通过数千个隐形的Unicode字符让大型语言模型（LLMs）感到震惊。,https://gibberifier.com,https://hn.aimaker.dev,,,,
日本冒险将北海道打造成全球芯片中心,https://www.bbc.com/news/articles/c8676qpxgnqo,https://hn.aimaker.dev,,,,
沙赫卢德归来：超过300个NPM包被感染,https://helixguard.ai/blog/malicious-sha1hulud-2025-11-24,https://hn.aimaker.dev,,,,
“良好的工程管理”是一种潮流。,https://lethain.com/good-eng-mgmt-is-a-fad/,https://hn.aimaker.dev,,,,
µcad：一种新的开源编程语言，可以生成二维草图和三维模型。,https://microcad.xyz/,https://hn.aimaker.dev,,,,
73%的人工智能初创公司仅仅是提示工程。,https://pub.towardsai.net/i-reverse-engineered-200-ai-startups-73-are-lying-a8610acab0d3,https://hn.aimaker.dev,,,,
在欧洲核子研究中心（CERN）使用人工智能的基本原则,https://home.web.cern.ch/news/official-news/knowledge-sharing/general-principles-use-ai-cern,https://hn.aimaker.dev,,,,
专利局即将使不良专利变得无法触碰。,https://www.eff.org/deeplinks/2025/11/patent-office-about-make-bad-patents-untouchable,https://hn.aimaker.dev,,,,
一位法国法官如何被美国数字切断联系,https://www.heise.de/en/news/How-a-French-judge-was-digitally-cut-off-by-the-USA-11087561.html,https://hn.aimaker.dev,,,,
Show HN: I built a synth for my daughter,https://bitsnpieces.dev/posts/a-synth-for-my-daughter/,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45900425,hn_weekly,,,,
AirPods libreated from Apple's ecosystem,https://github.com/kavishdevar/librepods,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45941596,hn_weekly,,,,
Anthropic’s paper smells like bullshit,https://djnn.sh/posts/anthropic-s-paper-smells-like-bullshit/,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45944296,hn_weekly,,,,
Heretic: Automatic censorship removal for language models,https://github.com/p-e-w/heretic,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45945587,hn_weekly,,,,
Open-source Zig book,https://www.zigbook.net,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45947810,hn_weekly,,,,
I have recordings proving Coinbase knew about breach months before disclosure,https://jonathanclark.com/posts/coinbase-breach-timeline.html,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45948058,hn_weekly,,,,
Rebecca Heineman has died,https://www.pcgamer.com/gaming-industry/legendary-game-designer-programmer-space-invaders-champion-and-lgbtq-trailblazer-rebecca-heineman-has-died/,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45960368,hn_weekly,,,,
Cloudflare Global Network experiencing issues,https://www.cloudflarestatus.com/incidents/8gmgl950y3h7,hn_weekly,,,Cloudflare,
(comments),https://news.ycombinator.com/item?id=45963780,hn_weekly,,,,
(comments),https://news.ycombinator.com/item?id=45966251,hn_weekly,,,,
Gemini 3 | Google 的「满配」旗舰,https://koala-oss.app/news/1481,https://koala-oss.app,,,,
Blockly 毕业，加入树莓派基金会,https://koala-oss.app/news/1480,https://koala-oss.app,,,,
Tracy | 纳秒级的性能显微镜,https://koala-oss.app/news/1479,https://koala-oss.app,,,,
Rallly | 告别邮件来回的日程协调,https://koala-oss.app/news/1478,https://koala-oss.app,,,,
Wealthfolio | 开源离线私人投资管家,https://koala-oss.app/news/1477,https://koala-oss.app,,,,
Lima | macOS 上的 Linux 虚拟机神器,https://koala-oss.app/news/1476,https://koala-oss.app,,,Linux,
PHä»Šæ—¥çƒ­æ¦œ | 2025-11-24,https://decohack.com/producthunt-daily-2025-11-24/,https://decohack.com,,,,
PHä»Šæ—¥çƒ­æ¦œ | 2025-11-23,https://decohack.com/producthunt-daily-2025-11-23/,https://decohack.com,,,,
PHä»Šæ—¥çƒ­æ¦œ | 2025-11-22,https://decohack.com/producthunt-daily-2025-11-22/,https://decohack.com,,,,
PHä»Šæ—¥çƒ­æ¦œ | 2025-11-21,https://decohack.com/producthunt-daily-2025-11-21/,https://decohack.com,,,,
PHä»Šæ—¥çƒ­æ¦œ | 2025-11-20,https://decohack.com/producthunt-daily-2025-11-20/,https://decohack.com,,,,
PHä»Šæ—¥çƒ­æ¦œ | 2025-11-19,https://decohack.com/producthunt-daily-2025-11-19/,https://decohack.com,,,,
æœ€æ–°,https://hellogithub.com/?sort_by=featured,https://hellogithub.com,,,,
æœˆåº¦,https://hellogithub.com/?rank_by=montly,https://hellogithub.com,,,,
å¹´åº¦,https://hellogithub.com/?rank_by=yearly,https://hellogithub.com,,,,
å…¨éƒ¨,https://hellogithub.com/?sort_by=all,https://hellogithub.com,,,,
å�‹æƒ…é“¾æ�¥,https://hellogithub.com/links,https://hellogithub.com,,,,
ç”¨æˆ·å��è®®,https://hellogithub.com/help/ats,https://hellogithub.com,,,,
ç¤¾åŒºæº�ç �,https://github.com/HelloGitHub-Team/geese,https://hellogithub.com,,,,
ç«™ç‚¹åœ°å›¾,https://hellogithub.com/server-sitemap-index.xml,https://hellogithub.com,,,,
Redisäº‘å¹³å�°,https://redis.io/,https://open.itc.cn,,,,
sohutv/cachecloud,https://github.com/sohutv/cachecloud,https://open.itc.cn,,,,
æœˆåˆŠ,https://open.itc.cn/?tab=collection&colType=3,https://open.itc.cn,,,,
Githubå¼€æº�é¡¹ç›®ç²¾é€‰10æœˆæœˆåˆŠ,https://open.itc.cn/?tab=collection,https://open.itc.cn,,,,
å�³æ—¶è¯­éŸ³å…‹éš†AIå·¥å…·,https://research.myshell.ai/open-voice,https://open.itc.cn,,,,
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,https://open.itc.cn,,,AI,
xai-org/grok-1,https://github.com/xai-org/grok-1,https://open.itc.cn,,,,
è®ºå�›,https://forum.github-zh.com,https://www.github-zh.com,,,,
æ�’è¡Œæ¦œ,https://www.github-zh.com/top,https://www.github-zh.com,,,,
è¶‹åŠ¿,https://www.github-zh.com/trending,https://www.github-zh.com,,,,
ç™»å½•,https://www.github-zh.com/auth/github,https://www.github-zh.com,,,,
é›†å�ˆ,https://www.github-zh.com/collections,https://www.github-zh.com,,,,
ä¸»é¢˜,https://www.github-zh.com/topics,https://www.github-zh.com,,,,
ç¼–ç¨‹,https://www.github-zh.com/topics/programming,https://www.github-zh.com,,,,
æ•™ç¨‹,https://www.github-zh.com/topics/tutorials,https://www.github-zh.com,,,,
å…�è´¹,https://www.github-zh.com/topics/free,https://www.github-zh.com,,,,
apache/commons-pool start@560659,https://github.com/apache/commons-pool/releases/tag/start@560659,release_github,,,Apache,start@560659
apache/servicecomb-java-chassis 3.3.0,https://github.com/apache/servicecomb-java-chassis/releases/tag/3.3.0,release_github,,,Apache,Apache ServiceComb Java-Chassis 3.3.0
apache/opendal v0.55.0,https://github.com/apache/opendal/releases/tag/v0.55.0,release_github,,,Apache,v0.55.0
apache/incubator-opendal v0.55.0,https://github.com/apache/opendal/releases/tag/v0.55.0,release_github,,,Apache,v0.55.0
facebook/zstd v1.5.7,https://github.com/facebook/zstd/releases/tag/v1.5.7,release_github,,,,Zstandard v1.5.7
apache/dubbo-spi-extensions v3.3.1,https://github.com/apache/dubbo-spi-extensions/releases/tag/v3.3.1,release_github,,,Apache,v3.3.1
apache/dubbo-go-pixiu v1.0.0-rc4,https://github.com/apache/dubbo-go-pixiu/releases/tag/v1.0.0-rc4,release_github,,,Apache;Go,v1.0.0-rc4
apache/cassandra cassandra-5.0.6,https://github.com/apache/cassandra/releases/tag/cassandra-5.0.6,release_github,,,Apache,cassandra-5.0.6
google/nftables v0.3.0,https://github.com/google/nftables/releases/tag/v0.3.0,release_github,,,,v0.3.0
